match_id,match_date,kick_off,year,home_team,away_team,home_score,away_score,competition_stage,home_Ball Receipt*,home_Ball Recovery,home_Block,home_Carry,home_Clearance,home_Dispossessed,home_Dribble,home_Dribbled Past,home_Duel,home_Error,home_Foul Committed,home_Foul Won,home_Goal Keeper,home_Interception,home_Miscontrol,home_Own Goal Against,home_Pass,home_Player Off,home_Player On,home_Pressure,home_Shot,home_Offside,home_Shield,home_Bad Behaviour,home_50/50,away_Ball Receipt*,away_Ball Recovery,away_Block,away_Carry,away_Clearance,away_Dispossessed,away_Dribble,away_Dribbled Past,away_Duel,away_Error,away_Foul Committed,away_Foul Won,away_Goal Keeper,away_Interception,away_Miscontrol,away_Own Goal Against,away_Pass,away_Player Off,away_Player On,away_Pressure,away_Shot,away_Offside,away_Shield,away_Bad Behaviour,away_50/50,target
7525,2018-06-14,15:00:00.000,2018,Russia,Saudi Arabia,5,0,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7578,2018-06-15,12:00:00.000,2018,Egypt,Uruguay,0,1,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
7577,2018-06-15,15:00:00.000,2018,Morocco,Iran,0,1,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
7576,2018-06-15,18:00:00.000,2018,Portugal,Spain,3,3,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7530,2018-06-16,10:00:00.000,2018,France,Australia,2,1,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7531,2018-06-16,13:00:00.000,2018,Argentina,Iceland,1,1,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7532,2018-06-16,16:00:00.000,2018,Peru,Denmark,0,1,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
7529,2018-06-16,19:00:00.000,2018,Croatia,Nigeria,2,0,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7535,2018-06-17,12:00:00.000,2018,Costa Rica,Serbia,0,1,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
7534,2018-06-17,15:00:00.000,2018,Germany,Mexico,0,1,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
7533,2018-06-17,18:00:00.000,2018,Brazil,Switzerland,1,1,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7538,2018-06-18,12:00:00.000,2018,Sweden,South Korea,1,0,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7536,2018-06-18,15:00:00.000,2018,Belgium,Panama,3,0,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7537,2018-06-18,18:00:00.000,2018,Tunisia,England,1,2,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
7541,2018-06-19,12:00:00.000,2018,Colombia,Japan,1,2,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
7539,2018-06-19,15:00:00.000,2018,Poland,Senegal,1,2,Group Stage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
7540,2018-06-19,18:00:00.000,2018,Russia,Egypt,3,1,Group Stage,339.0,52.0,16.0,269.0,9.0,19.0,12.0,4.0,26.0,0.0,23.0,12.0,6.0,4.0,11.0,0.0,388.0,0.0,0.0,147.0,14.0,0.0,0.0,0.0,3.0,431.0,41.0,17.0,337.0,13.0,10.0,9.0,5.0,47.0,0.0,16.0,6.0,23.0,16.0,8.0,0.0,469.0,2.0,2.0,166.0,8.0,0.0,1.0,0.0,3.0,1
7542,2018-06-20,12:00:00.000,2018,Portugal,Morocco,1,0,Group Stage,376.0,32.0,8.0,298.0,8.0,8.0,13.0,18.0,15.0,0.0,13.0,11.0,14.0,6.0,11.0,0.0,388.0,0.0,0.0,267.0,10.0,0.0,0.0,0.0,0.0,470.0,37.0,18.0,390.0,14.0,8.0,29.0,6.0,18.0,1.0,22.0,16.0,9.0,9.0,12.0,1.0,492.0,1.0,1.0,149.0,14.0,0.0,0.0,0.0,0.0,1
7544,2018-06-20,15:00:00.000,2018,Uruguay,Saudi Arabia,1,0,Group Stage,596.0,61.0,20.0,490.0,9.0,18.0,15.0,5.0,23.0,0.0,7.0,16.0,10.0,21.0,12.0,0.0,623.0,0.0,0.0,119.0,16.0,0.0,0.0,0.0,3.0,527.0,49.0,22.0,440.0,16.0,13.0,11.0,9.0,43.0,0.0,12.0,23.0,16.0,7.0,15.0,0.0,572.0,0.0,0.0,121.0,6.0,0.0,0.0,0.0,3.0,1
7543,2018-06-20,18:00:00.000,2018,Iran,Spain,0,1,Group Stage,236.0,50.0,9.0,177.0,12.0,6.0,10.0,17.0,31.0,2.0,16.0,21.0,17.0,9.0,7.0,0.0,267.0,1.0,1.0,208.0,8.0,0.0,1.0,0.0,0.0,769.0,23.0,12.0,665.0,8.0,5.0,23.0,8.0,21.0,0.0,11.0,12.0,10.0,12.0,11.0,0.0,780.0,1.0,1.0,215.0,12.0,1.0,0.0,0.0,0.0,-1
7547,2018-06-21,12:00:00.000,2018,Denmark,Australia,1,1,Group Stage,385.0,34.0,19.0,323.0,16.0,9.0,11.0,14.0,28.0,0.0,21.0,11.0,19.0,11.0,10.0,0.0,402.0,1.0,1.0,170.0,11.0,0.0,1.0,0.0,2.0,415.0,48.0,16.0,345.0,19.0,13.0,5.0,14.0,39.0,0.0,20.0,15.0,15.0,15.0,9.0,1.0,444.0,0.0,0.0,113.0,5.0,0.0,0.0,0.0,1.0,0
7546,2018-06-21,15:00:00.000,2018,France,Peru,1,0,Group Stage,522.0,50.0,13.0,454.0,9.0,20.0,25.0,3.0,22.0,0.0,17.0,20.0,6.0,7.0,4.0,0.0,549.0,0.0,0.0,136.0,12.0,0.0,0.0,0.0,1.0,410.0,44.0,19.0,350.0,20.0,10.0,17.0,8.0,28.0,0.0,12.0,19.0,12.0,8.0,14.0,0.0,435.0,1.0,1.0,121.0,17.0,1.0,0.0,0.0,2.0,1
7545,2018-06-21,18:00:00.000,2018,Argentina,Croatia,0,3,Group Stage,755.0,54.0,13.0,698.0,10.0,18.0,15.0,6.0,19.0,0.0,11.0,17.0,11.0,3.0,9.0,0.0,796.0,0.0,0.0,84.0,28.0,0.0,0.0,0.0,3.0,484.0,34.0,14.0,399.0,22.0,6.0,10.0,12.0,24.0,1.0,21.0,12.0,15.0,14.0,11.0,0.0,503.0,1.0,1.0,160.0,11.0,0.0,1.0,0.0,0.0,-1
7548,2018-06-22,12:00:00.000,2018,Brazil,Costa Rica,2,0,Group Stage,544.0,54.0,17.0,535.0,11.0,13.0,31.0,11.0,16.0,0.0,12.0,21.0,8.0,22.0,15.0,0.0,555.0,1.0,1.0,234.0,21.0,1.0,1.0,0.0,0.0,432.0,49.0,17.0,363.0,12.0,15.0,16.0,10.0,27.0,0.0,18.0,13.0,14.0,9.0,12.0,0.0,481.0,1.0,1.0,97.0,10.0,1.0,0.0,0.0,1.0,1
7549,2018-06-22,15:00:00.000,2018,Nigeria,Iceland,2,0,Group Stage,392.0,47.0,15.0,317.0,16.0,10.0,16.0,7.0,23.0,0.0,15.0,20.0,14.0,6.0,11.0,1.0,425.0,2.0,2.0,152.0,13.0,0.0,0.0,0.0,0.0,202.0,33.0,26.0,152.0,20.0,8.0,7.0,9.0,39.0,0.0,17.0,9.0,31.0,28.0,10.0,0.0,224.0,1.0,1.0,176.0,9.0,0.0,0.0,0.0,3.0,1
7550,2018-06-22,18:00:00.000,2018,Serbia,Switzerland,1,2,Group Stage,383.0,41.0,19.0,338.0,23.0,11.0,15.0,11.0,34.0,0.0,13.0,18.0,12.0,6.0,16.0,0.0,439.0,0.0,0.0,126.0,12.0,0.0,0.0,1.0,1.0,452.0,38.0,22.0,397.0,21.0,2.0,20.0,25.0,24.0,1.0,21.0,11.0,21.0,15.0,7.0,0.0,458.0,2.0,2.0,266.0,7.0,0.0,0.0,0.0,0.0,-1
7552,2018-06-23,12:00:00.000,2018,Belgium,Tunisia,5,2,Group Stage,597.0,38.0,10.0,544.0,7.0,8.0,17.0,8.0,23.0,0.0,17.0,20.0,7.0,12.0,9.0,0.0,610.0,0.0,0.0,192.0,15.0,0.0,1.0,1.0,0.0,341.0,34.0,24.0,325.0,12.0,5.0,14.0,18.0,36.0,1.0,15.0,9.0,20.0,13.0,12.0,0.0,368.0,1.0,1.0,265.0,6.0,0.0,1.0,0.0,0.0,1
7553,2018-06-23,15:00:00.000,2018,South Korea,Mexico,1,2,Group Stage,352.0,40.0,17.0,309.0,23.0,8.0,17.0,7.0,26.0,0.0,22.0,19.0,22.0,8.0,11.0,0.0,382.0,0.0,0.0,148.0,5.0,0.0,0.0,0.0,0.0,311.0,36.0,32.0,290.0,23.0,4.0,27.0,11.0,26.0,1.0,15.0,11.0,27.0,17.0,8.0,0.0,324.0,0.0,0.0,324.0,12.0,0.0,1.0,1.0,1.0,-1
7551,2018-06-23,18:00:00.000,2018,Germany,Sweden,2,1,Group Stage,602.0,50.0,16.0,527.0,4.0,12.0,15.0,17.0,22.0,0.0,13.0,13.0,13.0,6.0,5.0,0.0,619.0,0.0,0.0,165.0,26.0,0.0,0.0,0.0,1.0,448.0,41.0,14.0,385.0,17.0,9.0,10.0,10.0,28.0,0.0,19.0,22.0,6.0,7.0,12.0,0.0,477.0,1.0,1.0,115.0,16.0,0.0,0.0,0.0,0.0,1
7554,2018-06-24,12:00:00.000,2018,England,Panama,6,1,Group Stage,557.0,44.0,11.0,475.0,4.0,9.0,29.0,9.0,14.0,0.0,9.0,14.0,6.0,6.0,11.0,0.0,570.0,0.0,0.0,188.0,18.0,1.0,1.0,0.0,0.0,353.0,41.0,13.0,298.0,19.0,5.0,18.0,7.0,29.0,1.0,20.0,16.0,17.0,15.0,13.0,0.0,364.0,3.0,3.0,237.0,7.0,1.0,0.0,1.0,0.0,1
7556,2018-06-24,15:00:00.000,2018,Japan,Senegal,2,2,Group Stage,597.0,30.0,15.0,559.0,16.0,16.0,13.0,12.0,31.0,0.0,11.0,14.0,10.0,19.0,5.0,0.0,630.0,0.0,0.0,172.0,14.0,0.0,0.0,0.0,2.0,365.0,45.0,16.0,288.0,16.0,4.0,18.0,7.0,21.0,0.0,17.0,7.0,12.0,18.0,12.0,0.0,382.0,0.0,0.0,221.0,7.0,0.0,0.0,0.0,0.0,0
7555,2018-06-24,18:00:00.000,2018,Poland,Colombia,0,3,Group Stage,567.0,34.0,8.0,460.0,12.0,6.0,11.0,12.0,17.0,1.0,7.0,16.0,9.0,11.0,17.0,1.0,585.0,1.0,1.0,148.0,10.0,1.0,0.0,0.0,0.0,410.0,42.0,11.0,358.0,7.0,8.0,24.0,9.0,34.0,1.0,15.0,11.0,16.0,13.0,15.0,0.0,422.0,0.0,0.0,248.0,10.0,1.0,0.0,0.0,2.0,-1
7558,2018-06-25,14:00:00.000,2018,Uruguay,Russia,3,0,Group Stage,543.5,52.5,18.0,450.0,11.0,14.5,14.0,11.5,20.0,0.0,10.0,14.0,10.5,15.5,13.0,0.0,567.0,0.0,0.0,179.5,15.0,0.5,0.0,0.0,1.5,382.5,51.0,17.5,296.0,17.5,14.5,11.0,6.0,26.0,0.0,16.5,11.5,11.0,6.0,11.5,0.0,427.5,0.0,0.0,165.5,13.0,0.0,0.0,0.5,1.5,1
7559,2018-06-25,14:00:00.000,2018,Saudi Arabia,Egypt,2,1,Group Stage,544.0,47.0,19.0,464.0,12.0,10.5,19.0,9.0,31.0,0.5,12.0,17.0,16.0,12.5,15.5,0.0,578.0,0.5,0.5,147.0,7.0,0.0,0.0,0.0,1.5,439.5,46.5,19.5,335.5,17.5,8.0,11.0,7.0,39.5,0.0,13.5,7.5,19.5,14.5,11.0,0.5,476.5,1.0,1.0,165.0,11.5,0.0,1.0,0.0,1.5,1
7557,2018-06-25,18:00:00.000,2018,Iran,Portugal,1,1,Group Stage,231.0,49.5,18.0,176.5,16.0,4.0,11.5,18.5,25.0,1.5,15.0,18.0,18.0,10.5,8.0,0.0,264.5,0.5,0.5,231.5,7.0,0.0,0.5,0.0,0.5,364.0,41.0,21.0,282.5,17.5,13.5,10.0,16.5,26.0,0.0,15.5,16.0,16.0,6.0,10.0,0.0,392.5,0.0,0.0,194.5,11.0,0.0,0.0,0.0,0.5,0
7560,2018-06-25,18:00:00.000,2018,Spain,Morocco,2,2,Group Stage,784.0,36.5,8.0,675.0,9.0,5.0,26.0,9.0,16.5,0.0,13.0,13.0,9.5,9.0,13.0,0.0,798.0,0.5,0.5,177.0,15.0,0.5,0.0,0.0,0.5,482.0,49.0,17.5,392.0,13.5,11.0,27.5,6.0,23.5,0.5,22.5,16.5,10.5,11.5,10.0,0.5,505.5,0.5,0.5,134.5,15.5,0.0,0.0,0.0,0.5,0
7562,2018-06-26,14:00:00.000,2018,Australia,Peru,0,2,Group Stage,464.5,43.0,16.0,384.5,17.0,14.0,11.0,14.0,30.0,0.5,13.0,10.5,13.0,9.5,10.0,0.5,488.5,0.0,0.0,140.5,9.0,0.0,0.0,0.0,0.5,462.0,50.5,14.5,392.0,16.0,12.5,19.5,11.5,28.5,0.0,13.0,14.0,13.5,9.5,12.5,0.0,491.5,0.5,0.5,141.0,14.5,0.5,0.0,0.5,1.0,-1
7563,2018-06-26,14:00:00.000,2018,Denmark,France,0,0,Group Stage,414.5,35.5,19.5,370.5,17.0,8.5,14.0,13.0,28.0,0.0,14.0,8.5,16.5,10.5,13.0,0.0,440.0,0.5,0.5,161.0,10.5,0.0,1.0,0.5,1.0,474.5,50.0,14.5,412.5,10.5,15.5,25.0,9.5,26.0,0.0,14.0,17.0,9.0,15.5,7.0,0.0,492.0,0.5,0.5,232.5,12.0,0.0,1.0,0.0,0.5,0
7561,2018-06-26,18:00:00.000,2018,Iceland,Croatia,1,2,Group Stage,260.5,39.5,19.5,200.0,20.0,10.5,11.0,10.5,34.0,0.0,14.5,9.5,24.5,17.5,10.5,0.0,281.5,1.0,1.0,230.5,9.5,0.0,0.0,0.0,2.0,414.0,37.5,15.0,325.0,18.5,9.5,15.0,12.5,21.0,0.5,22.0,15.5,14.0,13.0,8.5,0.0,442.5,1.5,1.5,177.0,12.5,0.0,1.0,0.0,1.0,-1
7564,2018-06-26,18:00:00.000,2018,Nigeria,Argentina,1,2,Group Stage,433.0,51.0,12.0,356.0,19.0,10.0,15.5,9.0,24.0,0.0,12.5,16.0,14.0,7.0,12.5,0.5,477.0,1.5,1.5,142.0,15.0,0.0,0.0,0.0,0.5,638.0,51.0,16.0,576.5,8.5,12.5,16.5,11.0,24.5,0.5,15.5,19.5,13.0,7.0,9.0,0.0,665.5,0.5,0.5,160.0,19.0,0.0,0.5,0.5,2.5,-1
7566,2018-06-27,14:00:00.000,2018,Mexico,Sweden,0,3,Group Stage,385.0,37.0,26.0,369.0,16.0,7.5,24.0,13.0,27.0,0.5,11.5,17.0,23.0,15.0,9.5,0.0,409.5,0.0,0.0,217.0,13.0,0.0,0.5,0.5,2.0,327.5,33.0,20.5,264.0,27.5,6.5,12.5,8.5,22.0,0.5,18.0,16.0,14.5,8.0,9.0,0.0,355.5,0.5,0.5,154.5,11.5,0.0,0.5,0.0,1.5,-1
7567,2018-06-27,14:00:00.000,2018,South Korea,Germany,2,0,Group Stage,340.5,39.0,15.5,320.5,16.5,10.5,20.5,10.5,25.0,0.0,24.0,13.5,19.5,6.5,10.5,0.0,371.0,0.5,0.5,187.5,11.0,0.0,0.0,0.0,1.5,650.5,47.0,15.5,582.0,7.5,8.5,12.0,11.0,24.0,0.0,12.5,14.5,10.5,4.5,7.0,0.0,668.5,0.5,0.5,167.0,22.0,1.0,0.0,0.0,2.0,1
7565,2018-06-27,18:00:00.000,2018,Serbia,Brazil,0,2,Group Stage,362.0,40.0,14.5,309.5,17.5,10.0,15.5,12.0,33.0,0.5,16.5,15.5,16.5,9.5,17.0,0.0,393.0,0.5,0.5,211.0,12.0,0.0,0.0,1.0,0.5,624.5,58.0,18.0,619.0,10.0,15.0,25.0,9.0,21.5,0.0,11.5,18.5,6.5,13.0,14.5,0.0,652.5,1.0,1.0,169.5,22.0,1.5,1.0,1.0,0.5,-1
7568,2018-06-27,18:00:00.000,2018,Switzerland,Costa Rica,2,2,Group Stage,497.5,45.5,16.0,429.0,15.0,5.5,22.5,16.5,26.0,0.5,17.0,15.5,17.5,11.5,11.0,0.0,506.0,1.0,1.0,206.5,13.0,0.0,0.5,0.5,0.0,341.0,49.5,20.0,287.0,20.0,15.5,12.5,13.0,27.0,0.5,17.5,12.0,20.0,8.5,12.0,0.0,387.5,0.5,0.5,122.5,7.0,1.5,0.0,0.5,1.0,0
7572,2018-06-28,14:00:00.000,2018,Japan,Poland,0,1,Group Stage,519.5,37.0,12.5,456.5,18.0,12.5,11.5,9.0,32.0,0.0,10.0,14.5,13.0,13.5,9.0,0.0,553.0,0.5,0.5,159.0,10.5,0.0,0.5,0.0,1.5,486.0,40.0,13.5,378.5,18.5,7.5,14.5,15.5,25.0,0.5,12.0,13.0,12.5,14.5,15.5,0.5,516.5,1.0,1.0,175.0,10.5,0.5,0.0,0.0,1.0,-1
7571,2018-06-28,14:00:00.000,2018,Senegal,Colombia,0,1,Group Stage,351.5,45.5,13.0,296.5,11.5,5.0,14.5,7.5,23.0,0.0,16.0,8.0,9.5,13.5,13.5,0.0,387.0,0.0,0.0,180.0,11.0,0.0,0.0,0.5,0.5,467.5,61.0,14.0,428.0,14.5,9.5,25.0,9.5,36.0,1.0,13.0,14.0,14.0,11.0,14.5,0.0,485.0,0.0,0.0,234.0,11.5,0.5,0.0,0.0,2.0,-1
7569,2018-06-28,18:00:00.000,2018,Panama,Tunisia,1,2,Group Stage,374.5,35.5,9.5,312.5,13.5,5.5,13.0,6.5,26.0,0.5,16.5,15.0,14.5,11.0,12.5,0.0,385.0,2.0,2.0,203.0,7.5,0.5,0.0,1.0,0.0,386.5,35.5,20.5,325.0,10.5,6.5,9.5,12.0,25.0,0.5,15.0,10.5,23.5,11.0,12.0,0.0,417.5,2.0,2.0,268.5,11.5,0.0,1.0,0.0,0.0,-1
7570,2018-06-28,18:00:00.000,2018,England,Belgium,0,1,Group Stage,573.0,37.0,11.5,512.0,8.0,8.0,19.0,6.5,15.0,0.0,11.5,13.0,7.0,5.5,11.5,0.0,588.5,0.0,0.0,180.0,14.5,0.5,0.5,0.0,0.0,525.5,44.0,9.0,481.5,8.5,9.5,12.5,5.5,19.0,0.0,15.0,17.5,13.0,14.0,9.5,0.0,542.5,0.5,0.5,176.0,19.0,0.0,0.5,0.5,0.0,-1
7580,2018-06-30,14:00:00.000,2018,France,Argentina,4,3,Round of 16,531.0,51.333333333333336,13.333333333333334,479.6666666666667,9.666666666666666,13.666666666666666,22.0,9.333333333333334,22.666666666666668,0.0,12.666666666666666,15.0,8.333333333333334,12.0,10.0,0.0,561.0,0.3333333333333333,0.3333333333333333,185.33333333333331,11.666666666666666,0.0,0.6666666666666666,0.0,1.0,617.6666666666666,51.333333333333336,14.0,541.3333333333334,10.0,10.0,19.33333333333333,13.333333333333334,24.0,0.3333333333333333,16.0,19.33333333333333,12.0,9.0,11.666666666666666,0.0,642.0,0.3333333333333333,0.3333333333333333,151.33333333333334,15.333333333333334,0.0,0.3333333333333333,0.6666666666666666,2.333333333333333,1
