player_id,player_name,team_name,50/50,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Interception,Miscontrol,Offside,Own Goal Against,Pass,Pressure,Shield,Shot,Player Off,Player On,Bad Behaviour
17043,Victor Nelsson,Denmark,0.0,56,4,2,55,1,0,0,0,4,0.0,0,2,0,1,0,0.0,0.0,72,7,0.0,0,0.0,0.0,0.0
17592,William Saliba,France,0.0,29,4,0,28,0,0,1,0,0,0.0,0,0,0,0,1,0.0,0.0,37,3,0.0,0,0.0,0.0,0.0
17974,Gregor Kobel,Switzerland,0.0,10,5,0,11,0,0,0,0,0,0.0,0,0,13,0,0,0.0,0.0,29,0,0.0,0,0.0,0.0,0.0
18015,Dušan Vlahović,Serbia,0.0,26,5,0,14,0,1,1,0,1,0.0,0,2,0,0,4,0.0,0.0,13,7,0.0,3,0.0,0.0,0.0
18242,Tim Ream,United States,0.0,217,17,4,215,16,0,1,1,14,0.0,1,2,0,10,0,0.0,0.0,270,30,0.0,1,0.0,0.0,0.0
18360,Rafael Alexandre Conceição Leão,Portugal,0.0,61,4,1,57,1,5,7,0,1,0.0,3,2,0,1,5,0.0,0.0,45,11,0.0,5,0.0,0.0,0.0
18395,Vinícius José Paixão de Oliveira Júnior,Brazil,0.0,148,15,5,135,0,13,15,1,6,0.0,0,7,0,1,7,0.0,0.0,91,37,1.0,9,0.0,0.0,0.0
18722,Mathias Jensen,Denmark,0.0,75,0,5,58,0,0,1,0,3,0.0,2,1,0,0,2,0.0,0.0,68,10,0.0,2,0.0,0.0,0.0
18737,Srđan Babić,Serbia,0.0,12,0,0,13,3,0,0,2,1,0.0,0,0,0,0,0,0.0,0.0,15,2,0.0,0,0.0,0.0,0.0
19597,Marcos Javier Acuña,Argentina,1.0,189,19,14,168,7,7,5,4,19,0.0,9,9,0,3,6,0.0,0.0,217,52,0.0,2,0.0,0.0,0.0
20005,Toby Alderweireld,Belgium,0.0,243,8,4,234,20,0,0,4,6,0.0,0,0,0,2,2,0.0,0.0,267,13,1.0,0,0.0,0.0,0.0
20016,Kléper Laveran Lima Ferreira,Portugal,0.0,245,18,4,235,19,1,1,3,10,0.0,3,6,0,3,1,0.0,0.0,295,18,0.0,3,0.0,0.0,0.0
20033,Luuk de Jong,Netherlands,0.0,24,1,0,8,1,2,0,0,5,0.0,2,1,0,0,1,0.0,0.0,11,9,0.0,2,0.0,0.0,0.0
20572,Cristian Gabriel Romero,Argentina,0.0,292,19,9,291,26,1,2,5,16,0.0,13,3,0,9,0,0.0,0.0,372,58,0.0,0,0.0,0.0,0.0
20600,Vanja Milinković Savić,Serbia,0.0,65,19,0,72,0,0,0,0,0,0.0,0,0,58,0,0,0.0,0.0,127,0,0.0,0,0.0,0.0,0.0
20611,Boulaye Dia,Senegal,0.0,107,9,3,57,3,7,6,1,7,0.0,4,4,0,1,7,1.0,0.0,53,31,0.0,8,0.0,0.0,0.0
20750,Cody Mathès Gakpo,Netherlands,0.0,188,23,8,134,7,10,13,4,13,0.0,10,5,0,9,10,0.0,0.0,154,52,0.0,5,0.0,0.0,0.0
20758,Krépin Diatta,Senegal,0.0,97,12,3,76,0,6,5,0,3,0.0,4,3,0,1,5,1.0,0.0,76,42,0.0,3,0.0,0.0,0.0
21026,Pape Gueye,Senegal,1.0,51,11,1,45,5,0,2,0,6,0.0,3,3,0,1,2,0.0,0.0,61,22,0.0,4,0.0,0.0,0.0
21081,Juan Marcos Foyth,Argentina,0.0,3,0,0,4,0,0,1,0,0,0.0,0,0,0,0,1,0.0,0.0,4,2,0.0,0,0.0,0.0,0.0
21214,Ilias Chair,Morocco,0.0,19,0,0,15,0,1,1,0,1,0.0,0,0,0,1,0,0.0,0.0,15,8,0.0,0,0.0,0.0,0.0
21547,Noa Lang,Netherlands,0.0,1,1,2,2,0,0,0,1,0,0.0,0,0,0,1,0,0.0,0.0,3,3,0.0,0,0.0,0.0,1.0
21736,Zakaria Aboukhlal,Morocco,0.0,24,5,2,15,1,1,2,0,1,0.0,1,0,0,1,3,0.0,0.0,13,17,0.0,3,0.0,0.0,0.0
21809,Jurriën David Norman Timber,Netherlands,3.0,265,15,8,261,18,3,5,1,21,0.0,16,4,0,5,3,0.0,0.0,316,73,1.0,0,0.0,0.0,1.0
21879,Kenneth Taylor,Netherlands,0.0,9,0,0,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,9,1,0.0,0,0.0,0.0,0.0
21881,Sergino Dest,United States,0.0,192,17,8,184,8,9,8,2,10,0.0,4,3,0,3,7,0.0,0.0,201,43,1.0,6,0.0,0.0,0.0
22008,Haji Wright,United States,0.0,64,5,1,26,1,3,0,0,15,0.0,1,3,0,0,5,0.0,0.0,27,25,0.0,7,0.0,0.0,0.0
22041,Marko Livaja,Croatia,1.0,120,8,2,55,1,1,4,2,10,0.0,7,3,0,1,8,0.0,0.0,57,48,0.0,7,0.0,0.0,0.0
22067,Woo-Yeong Jeong,South Korea,0.0,17,2,0,16,1,0,1,0,0,0.0,1,0,0,0,1,0.0,0.0,16,14,0.0,1,0.0,0.0,0.0
22074,Joseff Morrell,Wales,0.0,10,5,3,12,1,0,0,1,7,0.0,2,1,0,1,0,0.0,0.0,13,11,0.0,0,0.0,0.0,0.0
22084,Bukayo Saka,England,0.0,144,9,5,110,2,4,5,1,11,0.0,7,7,0,2,5,0.0,0.0,111,49,1.0,7,0.0,0.0,0.0
22097,Randal Kolo Muani,France,1.0,59,6,2,45,1,10,7,1,16,0.0,5,5,0,1,8,0.0,0.0,36,51,0.0,5,0.0,0.0,0.0
22168,Joshua Sargent,United States,0.0,60,3,3,38,0,4,1,0,7,0.0,3,2,0,1,4,0.0,0.0,34,26,0.0,4,1.0,1.0,0.0
22293,Harry Souttar,Australia,0.0,133,10,12,109,22,1,0,4,15,0.0,1,1,0,3,0,0.0,0.0,163,28,1.0,1,0.0,0.0,0.0
22371,Bailey Wright,Australia,0.0,2,0,0,2,1,0,0,0,4,0.0,0,0,0,0,0,0.0,0.0,4,1,0.0,0,0.0,0.0,0.0
22433,Jesus Ferreira,United States,0.0,24,2,0,15,0,1,0,0,0,0.0,0,1,0,0,1,1.0,0.0,20,7,0.0,0,0.0,0.0,0.0
22600,Lucas Tolentino Coelho de Lima,Brazil,2.0,202,10,7,152,1,4,3,2,12,0.0,4,2,0,2,3,0.0,0.0,202,59,0.0,4,0.0,0.0,0.0
22740,Kang-In Lee,South Korea,0.0,67,9,2,63,1,4,1,3,3,0.0,3,4,0,0,1,0.0,0.0,77,34,0.0,5,0.0,0.0,0.0
23264,Seung-Ho Paik,South Korea,1.0,19,2,0,16,0,0,0,0,3,0.0,1,0,0,1,0,0.0,0.0,24,7,0.0,1,0.0,0.0,0.0
23363,Liam Millar,Canada,0.0,9,0,0,6,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0.0,9,2,0.0,0,0.0,0.0,0.0
23527,Junya Ito,Japan,1.0,98,15,9,78,6,7,6,4,12,0.0,1,6,0,5,8,0.0,0.0,98,46,0.0,2,0.0,0.0,0.0
23538,Sadegh Moharrami,Iran,0.0,17,4,1,20,2,2,2,1,4,0.0,3,0,0,3,0,0.0,0.0,26,17,0.0,0,0.0,0.0,0.0
23615,Gideon Mensah,Ghana,0.0,29,7,2,29,6,0,0,0,3,0.0,0,0,0,2,1,0.0,0.0,45,9,1.0,0,0.0,0.0,0.0
23640,Jonathan David,Canada,0.0,84,9,2,59,0,4,4,1,3,0.0,1,2,0,0,9,0.0,0.0,59,28,0.0,8,0.0,0.0,0.0
23650,Jeremy Doku,Belgium,0.0,14,3,0,18,0,0,3,1,0,0.0,0,1,0,0,1,0.0,0.0,14,2,0.0,0,0.0,0.0,0.0
23721,Wataru Endo,Japan,3.0,156,25,10,150,11,5,3,4,13,0.0,7,9,0,4,2,0.0,0.0,187,70,0.0,6,0.0,0.0,0.0
23730,Takehiro Tomiyasu,Japan,0.0,72,5,8,58,7,1,0,1,6,1.0,1,0,0,4,0,0.0,0.0,98,14,0.0,0,0.0,0.0,0.0
23763,In-Beom Hwang,South Korea,0.0,221,27,5,206,7,1,4,5,9,0.0,7,3,0,3,3,0.0,0.0,247,51,0.0,6,1.0,1.0,0.0
23774,Selim Amallah,Morocco,1.0,110,15,7,94,4,6,10,5,27,0.0,16,8,0,11,13,0.0,0.0,88,104,0.0,2,0.0,0.0,1.0
23789,Jordan Morris,United States,0.0,3,1,0,3,0,0,0,0,2,0.0,0,0,0,0,0,0.0,0.0,4,1,0.0,0,0.0,0.0,0.0
23828,Kamal Miller,Canada,0.0,174,11,1,161,13,2,2,2,11,1.0,0,3,0,8,0,0.0,0.0,199,15,0.0,0,0.0,0.0,1.0
23830,Jhegson Sebastián Méndez Carabalí,Ecuador,0.0,116,13,4,108,0,1,1,1,5,0.0,4,2,0,1,1,0.0,0.0,141,28,0.0,0,0.0,0.0,0.0
23874,Ali Gholizadeh,Iran,0.0,62,15,3,67,0,2,7,1,4,0.0,3,1,0,5,2,0.0,0.0,73,28,0.0,1,0.0,0.0,0.0
23910,Youssef Msakni,Tunisia,1.0,92,9,4,62,1,6,5,1,10,0.0,0,6,0,1,3,0.0,0.0,70,21,1.0,9,0.0,0.0,0.0
24024,Tajon Buchanan,Canada,0.0,129,15,5,111,1,7,23,2,5,0.0,6,6,0,3,6,1.0,0.0,88,43,0.0,5,0.0,0.0,0.0
24085,Pervis Josué Estupiñán Tenorio,Ecuador,0.0,148,17,8,133,4,3,8,5,10,0.0,7,3,0,5,5,0.0,0.0,187,36,0.0,2,1.0,1.0,0.0
24118,Nico Schlotterbeck,Germany,0.0,101,8,2,90,1,1,2,1,4,0.0,3,1,0,2,0,0.0,0.0,123,9,0.0,0,0.0,0.0,0.0
24243,Brenden Aaronson,United States,0.0,65,7,5,60,0,4,9,1,5,0.0,3,4,0,2,7,0.0,0.0,48,32,0.0,1,0.0,0.0,0.0
24443,Mikkel Damsgaard,Denmark,0.0,70,7,2,67,1,3,0,4,5,0.0,2,1,0,2,1,0.0,0.0,71,31,0.0,0,0.0,0.0,0.0
24475,Awer Denis Bul Mabil,Australia,1.0,17,0,1,13,0,0,1,1,2,0.0,0,0,0,1,1,0.0,0.0,14,5,0.0,0,0.0,0.0,0.0
24547,Alexander Hartmann Bah,Denmark,0.0,42,4,2,39,6,1,2,1,4,0.0,1,1,0,0,0,0.0,0.0,50,10,0.0,2,0.0,0.0,0.0
24778,Eduardo Camavinga,France,1.0,81,12,7,88,7,4,4,2,15,0.0,2,7,0,2,1,0.0,0.0,103,28,0.0,0,0.0,0.0,0.0
25101,Weverton Pereira da Silva,Brazil,0.0,2,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,5,0,0.0,0,0.0,0.0,0.0
25104,Rodrygo Silva de Goes,Brazil,0.0,133,10,6,104,0,3,8,4,5,0.0,3,7,0,3,4,0.0,0.0,112,38,0.0,7,0.0,0.0,0.0
25142,Bruno Guimarães Rodriguez Moura,Brazil,0.0,56,9,1,49,0,2,2,1,0,0.0,2,2,0,0,1,0.0,0.0,55,10,0.0,5,0.0,0.0,0.0
25154,Éverton Augusto de Barros Ribeiro,Brazil,0.0,22,1,0,16,0,2,0,0,0,0.0,0,0,0,0,2,0.0,0.0,17,5,0.0,0,0.0,0.0,0.0
25305,Pedro Guilherme Abreu dos Santos,Brazil,0.0,34,1,0,16,0,1,1,0,3,0.0,2,1,0,1,2,0.0,0.0,15,9,0.0,5,0.0,0.0,0.0
25363,Antony Matheus dos Santos,Brazil,1.0,128,12,2,114,1,5,15,1,6,0.0,2,5,0,3,5,0.0,0.0,113,25,0.0,6,0.0,0.0,0.0
25582,Nader Ghandri,Tunisia,0.0,24,2,4,23,9,0,0,0,3,0.0,0,1,0,1,1,0.0,0.0,30,2,0.0,0,0.0,0.0,0.0
25719,Shūichi Gonda,Japan,0.0,51,14,0,48,0,0,0,0,0,0.0,1,0,71,0,0,0.0,0.0,113,1,0.0,0,0.0,0.0,0.0
26280,Orbelín Pineda Alvarado,Mexico,0.0,35,8,3,33,1,4,1,0,4,0.0,2,4,0,1,2,0.0,0.0,26,23,0.0,4,0.0,0.0,0.0
26297,Carlos Alberto Rodríguez Gómez,Mexico,0.0,29,4,1,30,0,1,3,1,2,0.0,1,1,0,1,1,0.0,0.0,29,3,0.0,0,0.0,0.0,0.0
26301,Ernesto Alexis Vega Rojas,Mexico,1.0,79,16,1,57,1,7,3,0,9,0.0,2,6,0,3,7,1.0,0.0,54,29,1.0,9,0.0,0.0,0.0
26318,Rogelio Gabriel Funes Mori,Mexico,0.0,2,0,0,0,0,0,0,0,1,0.0,2,1,0,0,0,0.0,0.0,0,3,0.0,1,0.0,0.0,0.0
26348,Lucas Daniel Cavallini,Canada,0.0,11,0,0,2,0,0,0,0,0,0.0,1,0,0,0,1,0.0,0.0,3,5,0.0,0,0.0,0.0,0.0
26368,César Jasib Montes Castro,Mexico,0.0,162,6,0,148,17,1,2,3,12,0.0,4,0,0,1,1,0.0,0.0,192,18,0.0,1,1.0,1.0,0.0
26375,Roberto Carlos Alvarado Hernández,Mexico,0.0,15,1,0,11,0,1,1,0,0,0.0,1,0,0,0,0,0.0,0.0,11,7,1.0,0,0.0,0.0,0.0
26400,Henry Josué Martín Mex,Mexico,0.0,46,1,1,22,1,2,0,1,5,0.0,3,4,0,2,6,0.0,0.0,22,25,0.0,4,0.0,0.0,0.0
26404,Guido Rodríguez,Argentina,0.0,56,1,1,47,2,0,0,0,2,0.0,0,0,0,0,0,0.0,0.0,62,6,0.0,0,0.0,0.0,0.0
26406,Jorge Eduardo Sánchez Ramos,Mexico,2.0,63,5,7,57,5,2,4,0,3,0.0,5,1,0,5,3,0.0,0.0,86,15,1.0,1,0.0,0.0,0.0
27163,Juan Pablo Vargas Campos,Costa Rica,0.0,17,4,1,17,6,0,0,1,4,0.0,0,0,0,4,1,0.0,0.0,28,13,0.0,1,0.0,0.0,0.0
27569,Jesper Lindstrøm,Denmark,0.0,86,6,5,71,1,1,13,4,7,0.0,4,2,0,5,7,0.0,0.0,54,37,0.0,3,0.0,0.0,0.0
27719,Strahinja Pavlović,Serbia,0.0,124,17,5,121,14,4,2,4,6,1.0,6,5,0,2,2,0.0,0.0,152,33,0.0,2,0.0,0.0,0.0
27768,Lisandro Martínez,Argentina,1.0,127,6,3,114,14,1,0,0,13,0.0,2,3,0,3,1,0.0,0.0,154,23,0.0,1,0.0,0.0,1.0
27886,Alexis Mac Allister,Argentina,2.0,302,29,20,253,5,10,6,5,21,0.0,1,18,0,4,9,0.0,0.0,271,70,0.0,7,0.0,0.0,0.0
28263,Gonzalo Ariel Montiel,Argentina,0.0,78,3,5,62,2,0,2,2,2,0.0,4,2,0,1,3,0.0,0.0,82,18,0.0,3,1.0,1.0,1.0
28268,Exequiel Alejandro Palacios,Argentina,0.0,29,4,1,23,1,2,0,2,3,0.0,3,4,0,2,0,0.0,0.0,28,16,0.0,1,0.0,0.0,0.0
28370,Fran Karačić,Australia,0.0,30,10,3,27,5,0,1,0,8,0.0,3,1,0,1,0,0.0,0.0,55,15,0.0,3,0.0,0.0,0.0
28453,Michał Skóraś,Poland,0.0,11,0,0,8,0,0,0,0,0,0.0,1,2,0,1,0,0.0,0.0,9,5,0.0,1,0.0,0.0,0.0
28559,Enner Remberto Valencia Lastra,Ecuador,2.0,117,13,6,74,2,8,7,0,15,0.0,3,7,0,2,15,0.0,0.0,51,37,0.0,9,1.0,1.0,0.0
28616,Daniel-Kofi Kyereh,Ghana,0.0,28,2,0,22,4,3,2,1,5,0.0,0,0,0,0,1,0.0,0.0,24,8,0.0,0,0.0,0.0,0.0
28637,Thiago Ezequiel Almada,Argentina,0.0,13,1,0,11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,13,2,0.0,0,0.0,0.0,0.0
28729,Diego Nicolás De La Cruz Arcosa,Uruguay,0.0,24,3,0,23,0,3,1,2,1,0.0,0,3,0,0,1,0.0,0.0,24,14,0.0,1,0.0,0.0,0.0
28825,Luis Gerardo Chávez Magallón,Mexico,1.0,123,14,6,107,3,5,3,3,10,0.0,3,8,0,4,2,0.0,0.0,144,40,0.0,10,0.0,0.0,0.0
28914,Lovro Majer,Croatia,1.0,109,13,1,95,2,6,3,1,2,0.0,5,5,0,2,4,0.0,0.0,98,21,0.0,5,0.0,0.0,0.0
28966,Gaël Ondoua,Cameroon,1.0,10,7,2,14,0,1,0,0,3,0.0,2,1,0,2,0,0.0,0.0,19,14,0.0,0,0.0,0.0,0.0
29006,Noah Okafor,Switzerland,1.0,31,3,1,23,0,3,0,0,0,0.0,2,1,0,0,3,0.0,0.0,21,16,0.0,1,0.0,0.0,0.0
29012,Eray Ervin Cömert,Switzerland,0.0,35,3,1,35,0,1,0,0,0,0.0,4,1,0,4,0,0.0,0.0,41,7,0.0,0,0.0,0.0,0.0
29163,Josip Juranović,Croatia,1.0,311,32,14,299,18,4,4,1,19,0.0,1,7,0,6,5,0.0,0.0,406,50,2.0,1,0.0,0.0,0.0
29201,Nahuel Molina Lucero,Argentina,0.0,285,19,10,238,8,4,3,4,21,0.0,2,0,0,9,5,0.0,0.0,360,72,3.0,2,0.0,0.0,0.0
29377,Brennan Johnson,Wales,1.0,32,8,2,25,0,1,5,1,2,0.0,2,1,0,0,2,0.0,0.0,18,12,0.0,3,0.0,0.0,0.0
29560,Julián Álvarez,Argentina,1.0,193,16,11,106,3,6,4,5,18,0.0,16,2,0,2,14,0.0,0.0,124,118,0.0,11,0.0,0.0,0.0
29595,Ko Itakura,Japan,0.0,91,6,4,85,13,1,3,1,13,0.0,5,0,0,4,2,0.0,0.0,111,32,0.0,3,0.0,0.0,0.0
29758,Sam Adekugbe,Canada,0.0,65,5,3,53,0,0,1,0,0,0.0,1,0,0,0,1,0.0,0.0,72,17,1.0,0,0.0,0.0,0.0
29966,Ui-Jo Hwang,South Korea,0.0,47,2,0,10,0,0,1,1,16,0.0,0,0,0,0,4,0.0,0.0,11,18,0.0,1,0.0,0.0,0.0
29976,Gabriel Teodoro Martinelli Silva,Brazil,1.0,73,6,4,50,0,3,6,1,4,0.0,2,3,0,0,4,0.0,0.0,46,15,0.0,4,0.0,0.0,0.0
30016,Martin Hongla Yma II,Cameroon,0.0,58,3,3,47,5,3,2,0,0,0.0,1,1,0,3,0,0.0,0.0,64,20,0.0,1,1.0,1.0,0.0
30111,Felix Eduardo Torres Caicedo,Ecuador,0.0,158,6,4,135,17,0,1,2,4,0.0,1,0,0,3,0,0.0,0.0,199,12,0.0,1,0.0,0.0,0.0
30179,Ivan Ilić,Serbia,0.0,17,2,0,14,0,1,0,1,1,0.0,0,0,0,1,1,0.0,0.0,20,9,0.0,0,0.0,0.0,0.0
30401,Ruben Vargas,Switzerland,0.0,129,9,4,93,4,5,2,1,9,0.0,5,3,0,1,4,0.0,0.0,114,33,0.0,3,0.0,0.0,0.0
30486,Pedro González López,Spain,1.0,419,29,6,389,1,5,10,8,7,0.0,2,6,0,6,6,0.0,0.0,426,54,0.0,0,0.0,0.0,0.0
30500,Kevin Nahin Álvarez Campos,Mexico,1.0,21,2,2,16,0,1,2,0,3,0.0,0,1,0,4,1,0.0,0.0,24,8,0.0,0,0.0,0.0,0.0
30519,Mohamed Salisu,Ghana,0.0,119,8,8,102,22,1,0,1,13,0.0,6,1,0,3,0,0.0,0.0,149,20,1.0,2,0.0,0.0,0.0
30628,Daizen Maeda,Japan,0.0,41,4,5,7,0,0,0,1,12,0.0,2,3,0,2,2,0.0,0.0,18,81,0.0,2,0.0,0.0,0.0
30681,Ali Abdi,Tunisia,1.0,80,14,3,65,18,5,3,1,17,1.0,5,0,0,5,5,0.0,0.0,109,28,0.0,0,0.0,0.0,0.0
30714,Jude Bellingham,England,2.0,270,33,11,232,1,8,11,1,25,0.0,5,8,0,4,6,0.0,0.0,275,70,0.0,5,0.0,0.0,0.0
30756,Anssumane Fati,Spain,0.0,39,2,1,25,0,0,2,0,4,0.0,0,1,0,0,1,0.0,0.0,28,3,0.0,0,0.0,0.0,0.0
31029,Salis Abdul Samed,Ghana,0.0,128,15,8,124,11,3,5,1,6,0.0,5,2,0,7,2,0.0,0.0,142,44,1.0,1,0.0,0.0,0.0
31090,Takefusa Kubo,Japan,0.0,16,5,3,16,0,2,0,0,3,0.0,2,2,0,0,4,0.0,0.0,13,39,0.0,0,0.0,0.0,0.0
31152,Gonzalo Jordy Plata Jiménez,Ecuador,0.0,123,8,5,83,0,8,10,5,11,0.0,4,6,0,3,6,0.0,0.0,104,72,0.0,2,0.0,0.0,0.0
31295,Yahia Attiyat allah,Morocco,1.0,99,22,7,98,11,3,2,5,12,0.0,9,3,0,1,2,0.0,0.0,138,42,2.0,2,0.0,0.0,0.0
31684,Atiba Hutchinson,Canada,0.0,98,5,7,81,4,2,1,1,6,0.0,2,2,0,4,1,0.0,0.0,112,16,0.0,2,0.0,0.0,0.0
31751,Pathé Ismaël Ciss,Senegal,1.0,48,9,3,45,6,1,2,0,5,0.0,4,0,0,1,2,0.0,0.0,60,30,0.0,1,0.0,0.0,0.0
31955,Jakub Kamiński,Poland,0.0,75,16,6,55,1,7,6,4,7,0.0,5,3,0,1,5,0.0,0.0,59,36,0.0,4,0.0,0.0,0.0
32450,Montassar Omar Talbi,Tunisia,1.0,95,16,12,100,21,1,1,0,11,0.0,3,2,0,3,0,0.0,0.0,133,25,0.0,1,0.0,0.0,0.0
32478,Darwin Gabriel Núñez Ribeiro,Uruguay,0.0,93,8,4,54,2,7,4,1,14,0.0,2,3,0,1,11,0.0,0.0,54,31,0.0,3,0.0,0.0,1.0
32688,Charles De Ketelaere,Belgium,1.0,9,0,0,5,0,1,0,0,3,0.0,0,1,0,0,0,0.0,0.0,4,2,0.0,0,0.0,0.0,0.0
32915,Ismail Jakobs,Senegal,0.0,97,10,2,81,14,1,1,1,8,0.0,2,6,0,3,5,0.0,0.0,157,28,1.0,1,0.0,0.0,0.0
32975,Diogo Meireles Costa,Portugal,0.0,88,16,0,86,0,0,0,1,0,1.0,0,0,61,0,1,0.0,0.0,159,1,0.0,0,0.0,0.0,0.0
33018,Joško Gvardiol,Croatia,1.0,425,35,13,422,43,2,2,5,23,0.0,9,6,0,14,1,0.0,0.0,510,77,1.0,2,0.0,0.0,0.0
33477,Riley McGree,Australia,1.0,107,10,12,61,3,4,1,2,5,0.0,10,2,0,6,6,0.0,0.0,73,51,0.0,3,0.0,0.0,0.0
33488,Keanu Baccus,Australia,1.0,44,7,7,33,0,0,1,3,5,0.0,5,1,0,2,2,0.0,0.0,40,39,0.0,1,0.0,0.0,0.0
33492,Mitchell Thomas Duke,Australia,1.0,129,12,8,41,1,2,2,1,16,0.0,7,3,0,2,13,0.0,0.0,68,59,0.0,7,0.0,0.0,0.0
33495,Kye Rowles,Australia,0.0,148,4,11,127,11,0,0,4,9,1.0,1,2,0,5,0,0.0,0.0,195,35,0.0,0,0.0,0.0,0.0
33572,Nathaniel Atkinson,Australia,0.0,20,4,2,22,2,3,1,2,4,0.0,0,0,0,1,0,0.0,0.0,37,9,0.0,0,0.0,0.0,0.0
33602,Tariq Lamptey,Ghana,1.0,25,5,6,24,3,1,2,0,5,0.0,3,2,0,2,1,0.0,0.0,33,18,0.0,1,0.0,0.0,0.0
